tr_type,route,company,tr_from,tr_to,departure,arrival,source
Fly,W61707,Wizz Air,Oslo,Trondheim,2020-12-10 07:00:00,2020-12-10 07:55:00,fhi:web
Fly,SK452,SAS,København,Oslo,2020-12-10 06:00:00,2020-12-10 07:00:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-12-09 20:35:00,2020-12-09 22:20:00,fhi:web
Fly,KL1205,KLM,Amsterdam,Stavanger,2020-12-09 16:50:00,2020-12-09 18:20:00,fhi:web
Fly,SK806,SAS,London,Oslo,2020-12-09 15:35:00,2020-12-09 18:50:00,fhi:web
Tog,L12,VY,Eidsvoll,Kongsberg,2020-12-09 14:30:00,2020-12-09 16:26:00,fhi:web
Fly,SK4483,SAS,Trondheim,Stavanger,2020-12-09 14:00:00,2020-12-09 15:15:00,fhi:web
Tog,42,SJ,Trondheim,Oslo,2020-12-09 08:18:00,2020-12-09 15:03:00,fhi:web
Fly,DY543,Norwegian,Stavanger,Oslo,2020-12-08 17:40:00,2020-12-08 18:30:00,fhi:web
Tog,46,SJ,Trondheim,Oslo,2020-12-08 15:24:00,2020-12-08 22:04:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-12-08 10:05:00,2020-12-08 11:55:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-12-08 08:05:00,2020-12-08 12:20:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-12-07 14:25:00,2020-12-07 16:15:00,fhi:web
Buss,VY190,VY,Oslo,Kristiansand,2020-12-07 14:00:00,2020-12-07 18:18:00,fhi:web
Fly,DY403,Norwegian,Ålesund,Oslo,2020-12-07 12:15:00,2020-12-07 13:15:00,fhi:web
Buss,FB65,VY flybuss,Moa,Ålesund Lufthavn,2020-12-07 10:45:00,2020-12-07 11:30:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-12-07 10:05:00,2020-12-07 11:55:00,fhi:web
Fly,SK4082,SAS,Oslo,Evenes,2020-12-07 08:40:00,2020-12-07 10:15:00,fhi:web
Fly,SK345,SAS,Trondheim,Oslo,2020-12-07 08:30:00,2020-12-07 09:25:00,fhi:web
Buss,101,Fram Ekspress,Volda,Ålesund,2020-12-07 07:35:00,2020-12-07 09:30:00,fhi:web
Fly,KL1193,KLM,Amsterdam,Bergen,2020-12-06 21:10:00,2020-12-06 22:50:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2020-12-06 20:55:00,2020-12-06 22:55:00,fhi:web
Fly,SK277,SAS,Oslo,Bergen,2020-12-06 16:49:00,2020-12-06 17:25:00,fhi:web
Fly,SK867,SAS,Stockholm,Oslo,2020-12-06 14:05:00,2020-12-06 14:55:00,fhi:web
Fly,DY608,Norwegian,Oslo,Bergen,2020-12-06 10:15:00,2020-12-06 11:10:00,fhi:web
Fly,AY915,Finnair,Helsinki,Oslo,2020-12-05 16:05:00,2020-12-05 16:35:00,fhi:web
Fly,SK1460,SAS,København,Oslo,2020-12-05 15:40:00,2020-12-05 16:55:00,fhi:web
Buss,101,Fram Ekspress,Ålesund,Volda,2020-12-04 20:25:00,2020-12-04 21:50:00,fhi:web
Buss,FB65,VY flybuss,Ålesund Lufthavn,Moa,2020-12-04 19:10:00,2020-12-04 19:55:00,fhi:web
Fly,DY378,Norwegian,Oslo,Tromsø,2020-12-04 18:14:00,2020-12-04 20:20:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2020-12-04 17:05:00,2020-12-04 19:55:00,fhi:web
Fly,DY620,Norwegian,Oslo,Bergen,2020-12-04 16:29:00,2020-12-04 17:05:00,fhi:web
Fly,FR8508,Ryanair,Krakow,Oslo,2020-12-04 12:20:00,2020-12-04 14:30:00,fhi:web
Tog,"41, tog 601",VY,Oslo,Bergen,2020-12-04 12:03:00,2020-12-04 18:56:00,fhi:web
Fly,SK2305,SAS,Oslo,Kristiansund,2020-12-03 18:30:00,2020-12-03 19:25:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-12-03 14:35:00,2020-12-03 16:30:00,fhi:web
Fly,DY401,Norwegian,Ålesund,Oslo,2020-12-03 12:25:00,2020-12-03 13:05:00,fhi:web
Fly,SK283,SAS,Oslo,Bergen,2020-12-02 18:40:00,2020-02-12 19:35:00,fhi:web
Fly,SK499,SAS,Arlanda,Oslo,2020-12-02 16:45:00,2020-02-12 17:35:00,fhi:web
Tog,R20,VY,Oslo,Halden,2020-12-02 14:01:00,2020-12-02 15:45:00,fhi:web
Fly,SK4023,SAS,Oslo,Stavanger,2020-12-02 11:45:00,2020-12-02 12:40:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-12-02 10:05:00,2020-12-02 11:55:00,fhi:web
Fly,SK397,SAS,Oslo,Bardufoss,2020-12-01 21:07:00,2020-12-01 22:42:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-12-01 14:35:00,2020-12-01 16:05:00,fhi:web
Fly,W61707,WizzAir,Oslo,Trondheim,2020-12-01 13:10:00,2020-12-01 13:55:00,fhi:web
Fly,KL 1151,KLM,Amseterdam,Oslo,2020-11-30 20:51:00,2020-11-30 22:12:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-11-30 20:50:00,2020-11-30 22:13:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-11-30 17:10:00,2020-11-30 18:10:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2020-11-30 14:25:00,2020-11-30 16:40:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-11-30 14:25:00,2020-11-30 16:15:00,fhi:web
Fly,SK4473,SAS,Kirkenes,Oslo,2020-11-30 11:30:00,2020-11-30 13:45:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-11-29 17:05:00,2020-11-29 18:05:00,fhi:web
Buss,NW192,Konkurrenten,Kristiansand,Oslo,2020-11-29 15:00:00,2020-11-29 19:35:00,fhi:web
Fly,DY761,Norwegian,Trondheim,Oslo,2020-11-29 15:00:00,2020-11-29 15:55:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2020-11-29 14:25:00,2020-11-29 16:40:00,fhi:web
Fly,KL 1147,KLM,Amseterdam,Oslo,2020-11-29 14:25:00,2020-11-29 15:55:00,fhi:web
Fly,SK458,SAS,København,Oslo,2020-11-29 14:20:00,2020-11-29 15:35:00,fhi:web
Fly,AF1774,Air France,Paris,Oslo,2020-11-29 14:10:00,2020-11-29 16:30:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-11-29 08:05:00,2020-11-29 12:20:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-28 15:05:00,2020-11-28 16:35:00,fhi:web
Fly,SK223,SAS,Oslo,Kristiansand,2020-11-27 19:50:00,2020-11-27 20:40:00,fhi:web
Fly,SK370,SAS,Oslo,Trondheim,2020-11-27 19:35:00,2020-11-27 20:30:00,fhi:web
Fly,DY768,Norwegian,Oslo,Trondheim,2020-11-27 19:00:00,2020-11-27 19:55:00,fhi:web
Fly,SK462,SAS,København,Oslo,2020-11-27 18:15:00,2020-11-27 19:30:00,fhi:web
Fly,DY635,Norwegian,Bergen,Oslo,2020-11-27 17:49:00,2020-11-27 18:25:00,fhi:web
Buss,NW192,Konkurrenten,Oslo,Kristiansand,2020-11-27 17:10:00,2020-11-27 21:40:00,fhi:web
Tog,L1,VY,Lillestrøm,Spikkestad,2020-11-27 17:06:00,2020-11-27 18:03:00,fhi:web
Tog,L14,VY,Kongsvinger,Spikkestad,2020-11-27 14:39:00,2020-11-27 17:04:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-11-27 14:35:00,2020-11-27 16:30:00,fhi:web
Skip,Color Magic,ColorLine,Oslo,Kiel,2020-11-27 14:00:00,2020-11-29 10:00:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-11-27 08:05:00,2020-11-27 12:20:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-11-26 17:10:00,2020-11-26 18:10:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-26 15:05:00,2020-11-26 16:35:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2020-11-25 08:00:00,2020-11-25 13:00:00,fhi:web
Tog,406,SJ,Trondheim,Oslo,2020-11-24 23:17:00,2020-11-25 06:50:00,fhi:web
Fly,DY311,Norwegian,Kirkenes,Oslo,2020-11-24 21:00:00,2020-11-24 22:50:00,fhi:web
Fly,SK462,SAS,København,Oslo,2020-11-24 18:15:00,2020-11-24 19:30:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-24 15:15:00,2020-11-24 16:25:00,fhi:web
Fly,FR8510,RyanAir,Gdansk,Oslo,2020-11-24 12:35:00,2020-11-24 14:10:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-11-24 08:05:00,2020-11-24 12:20:00,fhi:web
Fly,W61783,WizzAir,Gdansk,Oslo,2020-11-23 17:05:00,2020-11-23 18:35:00,fhi:web
Fly,SK4184,SAS,Stavanger,Bergen,2020-11-23 16:55:00,2020-11-23 19:00:00,fhi:web
Buss,VY190,VY,Kristiansand,Oslo,2020-11-23 16:00:00,2020-11-23 20:18:00,fhi:web
Fly,SK1872,SAS,København,Stavanger,2020-11-23 14:05:00,2020-11-23 15:20:00,fhi:web
Fly,SK4023,SAS,Oslo,Stavanger,2020-11-23 11:45:00,2020-11-23 12:40:00,fhi:web
Buss,VY190,VY,Oslo,Kristiansand,2020-11-23 10:00:00,2020-11-23 14:18:00,fhi:web
Fly,TK1751,Turkish Airline,Istanbul,Oslo,2020-11-23 08:45:00,2020-11-23 10:35:00,fhi:web
Fly,DY422,Norwegian,Oslo,Molde,2020-11-23 08:10:00,2020-11-23 08:50:00,fhi:web
Fly,JU450,AirSerbia,Beograd,Oslo,2020-11-23 06:05:00,2020-11-23 08:55:00,fhi:web
Tog,405,SJ,Oslo,Trondheim,2020-11-22 23:06:00,2020-11-23 06:30:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2020-11-22 20:55:00,2020-11-22 22:55:00,fhi:web
Fly,SK1323,SAS,Ålesund,Oslo,2020-11-22 16:35:00,2020-11-22 17:30:00,fhi:web
Fly,DY625,Norwegian,Bergen,Oslo,2020-11-22 15:09:00,2020-11-22 15:45:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-11-22 14:35:00,2020-11-22 16:05:00,fhi:web
Skip,Color Magic,ColorLine,Oslo,Kiel,2020-11-22 14:00:00,2020-11-24 11:00:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-11-21 20:35:00,2020-11-21 22:20:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2020-11-21 08:00:00,2020-11-21 13:00:00,fhi:web
Tog,405,SJ,Oslo S,Trondheim S,2020-11-20 23:06:00,2020-11-21 06:30:00,fhi:web
Tog,405,SJ,Oslo S,Trondheim S,2020-11-20 23:06:00,2020-11-20 06:30:00,fhi:web
Buss,nan,VY,Malmø,Oslo,2020-11-20 22:40:00,2020-11-21 05:45:00,fhi:web
Buss,675,VY Bus4You,Københamn,Oslo,2020-11-20 21:40:00,2020-11-21 05:45:00,fhi:web
Fly,WF576,Widerøe,Bergen,Kristiansund,2020-11-20 19:55:00,2020-11-20 20:50:00,fhi:web
Fly,SK283,SAS,Oslo,Bergen,2020-11-20 19:00:00,2020-11-20 19:41:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2020-11-20 17:05:00,2020-11-20 19:55:00,fhi:web
Fly,LO483,Polish Airlines,Warszawa,Oslo,2020-11-20 16:45:00,2020-11-20 18:55:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-11-20 14:35:00,2020-11-20 16:30:00,fhi:web
Fly,SK2882,SAS,København,Oslo,2020-11-20 12:47:00,2020-11-20 14:12:00,fhi:web
Fly,WF778,Widerøes,Bodø,Mo i Rana,2020-11-19 22:00:00,2020-11-19 22:30:00,fhi:web
Fly,SK320,SAS,Oslo,Haugesund,2020-11-19 20:51:00,2020-11-19 21:36:00,fhi:web
Fly,SK380,SAS,Oslo,Trondheim,2020-11-19 20:15:00,2020-11-19 21:15:00,fhi:web
Fly,SK380,SAS,Oslo,Trondheim,2020-11-19 20:11:00,2020-11-19 21:08:00,fhi:web
Fly,SK4124,SAS,Oslo,Bodø,2020-11-19 19:00:00,2020-11-19 20:30:00,fhi:web
Fly,SK4425,SAS,Tromsø,Oslo,2020-11-19 18:11:00,2020-11-19 19:44:00,fhi:web
Fly,SK4581,SAS,Tromsø,Trondheim,2020-11-19 17:40:00,2020-11-19 18:40:00,fhi:web
Fly,SK4035,SAS,Oslo,Sola,2020-11-19 16:11:00,2020-11-19 16:55:00,fhi:web
Fly,AY915,Finnair,Helsingfors,Oslo,2020-11-19 16:05:00,2020-11-19 17:25:00,fhi:web
Fly,WF925,Widerøe,Alta,Tromsø,2020-11-19 15:55:00,2020-11-19 16:35:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-19 15:07:00,2020-11-19 16:34:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-11-19 14:35:00,2020-11-19 16:30:00,fhi:web
Fly,WF955,Widerøe,Lakselv,Tromsø,2020-11-19 13:45:00,2020-11-19 14:24:00,fhi:web
Buss,NW192,Nor-Way Buss Express,Oslo,Kristiansand,2020-11-19 13:10:00,2020-11-19 17:40:00,fhi:web
Fly,SK4106,SAS,Oslo,Bodø,2020-11-19 10:35:00,2020-11-19 12:05:00,fhi:web
Tog,405,SJ,Oslo,Trondheim,2020-11-18 23:06:00,2020-11-19 06:30:00,fhi:web
Tog,405,SJ,Oslo,Trondheim,2020-11-18 23:06:00,2020-11-18 06:30:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-11-18 20:43:00,2020-11-18 22:14:00,fhi:web
Fly,DY641,Norwegian,Bergen,Oslo,2020-11-18 20:29:00,2020-11-18 21:05:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-11-18 14:22:00,2020-11-18 16:08:00,fhi:web
Fly,QR175,Qatar,Doha,Oslo,2020-11-18 07:57:00,2020-11-18 13:21:00,fhi:web
Fly,DY378,Norwegian,Oslo,Tromsø,2020-11-17 18:35:00,2020-11-17 20:15:00,fhi:web
Buss,VY190,VY Express pluss,Oslo,Kristiansand,2020-11-17 15:00:00,2020-11-17 19:38:00,fhi:web
Buss,NW192,Nor-Way Buss Express,Oslo,Kristiansand,2020-11-17 11:00:00,2020-11-17 15:40:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-11-17 10:15:00,2020-11-17 11:45:00,fhi:web
Fly,SK4430,SAS,Oslo,Tromsø,2020-11-16 17:30:00,2020-11-16 19:30:00,fhi:web
Tog,"41, tog 63",VY,Oslo,Bergen,2020-11-16 15:43:00,2020-11-17 22:42:00,fhi:web
Tog,"41, tog 63",VY,Oslo,Bergen,2020-11-16 15:43:00,2020-11-16 22:42:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Oslo,2020-11-16 15:15:00,2020-11-16 16:25:00,fhi:web
Fly,WF814,Widerøe,Bodø,Leknes,2020-11-16 15:11:00,2020-11-16 15:33:00,fhi:web
Fly,SK4023,SAS,Oslo,Stavanger,2020-11-16 11:45:00,2020-11-16 12:40:00,fhi:web
Fly,SK4106,SAS,Oslo,Bodø,2020-11-16 10:35:00,2020-11-16 12:05:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2020-11-16 08:45:00,2020-11-16 10:35:00,fhi:web
Fly,SK847,SAS,Stockholm,Oslo,2020-11-16 08:30:00,2020-11-16 09:20:00,fhi:web
Fly,SK330,SAS,Oslo,Trondheim,2020-11-16 06:55:00,2020-11-16 07:55:00,fhi:web
Fly,JU450,Air Serbia,Beograd,Oslo,2020-11-16 06:05:00,2020-11-16 08:55:00,fhi:web
Fly,SK1474,SAS,København,Oslo,2020-11-15 22:55:00,nan,fhi:web
Fly,KL1205,KLM,Amsterdam,Stavanger,2020-11-15 21:20:00,2020-11-15 22:30:00,fhi:web
Fly,SK290,SAS,Bergen,Oslo,2020-11-15 20:50:00,2020-11-15 21:40:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-11-15 20:45:00,2020-11-15 22:10:00,fhi:web
Fly,DY645,Norwegian,Bergen,Oslo,2020-11-15 20:30:00,2020-11-15 21:10:00,fhi:web
Fly,SK2308,SAS,Kristiansund,Oslo,2020-11-15 19:50:00,2020-11-15 20:45:00,fhi:web
Fly,SK883,SAS,Stockholm,Oslo,2020-11-15 18:40:00,2020-11-15 19:30:00,fhi:web
Fly,SK280,SAS,Bergen,Oslo,2020-11-15 17:50:00,2020-11-15 18:20:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2020-11-15 17:05:00,2020-11-15 19:55:00,fhi:web
Tog,477,SJ,Trondheim,Mo i Rana,2020-11-15 16:12:00,2020-11-15 22:43:00,fhi:web
Fly,SK806,SAS,London,Oslo,2020-11-15 15:35:00,2020-11-15 18:40:00,fhi:web
Fly,SK4035,SAS,Oslo,Stavanger,2020-11-15 15:30:00,2020-11-15 16:25:00,fhi:web
Fly,DY371,Norwegian,Tromsø,Oslo,2020-11-15 10:40:00,2020-11-15 12:15:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-11-14 17:20:00,2020-11-14 18:20:00,fhi:web
Tog,R10,VY,Drammen,Lillehammer,2020-11-14 11:57:00,2020-11-14 14:41:00,fhi:web
Tog,R11,VY,Skien,Eidsvoll,2020-11-14 10:09:00,2020-11-14 13:00:00,fhi:web
Fly,W63215,WizzAir,Bucuresti,Oslo,2020-11-14 06:40:00,2020-11-14 08:55:00,fhi:web
Fly,SK499,SAS,Stockholm,Oslo,2020-11-13 16:45:00,2020-11-13 17:35:00,fhi:web
Fly,DY620,Norwegian,Oslo,Bergen,2020-11-13 16:29:00,2020-11-13 17:05:00,fhi:web
Skip,Color Magic,ColorLine,Oslo,Kiel,2020-11-13 14:00:00,2020-11-15 11:00:00,fhi:web
Fly,SK1320,SAS,Oslo,Ålesund,2020-11-13 13:00:00,2020-11-13 13:55:00,fhi:web
Fly,WF568,Widerøe,Bergen,Kristiansund,2020-11-13 11:00:00,2020-11-13 11:55:00,fhi:web
Fly,SK2862,SAS,København,Bergen,2020-11-13 08:10:00,2020-11-13 09:35:00,fhi:web
Fly,SK1462,SAS,København,Oslo,2020-11-13 08:10:00,2020-11-13 09:25:00,fhi:web
Fly,WF562,Widerøe,Bergen,Kristiansund,2020-11-13 07:40:00,2020-11-13 08:35:00,fhi:web
Fly,SK2301,SAS,Oslo,Kristiansund,2020-11-13 07:30:00,2020-11-13 08:30:00,fhi:web
Fly,SK1758,SAS,Gdansk,København,2020-11-13 06:00:00,2020-11-13 07:05:00,fhi:web
Fly,DY378,Norwegian,Oslo,Tromsø,2020-11-12 18:35:00,2020-11-12 20:10:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-11-12 10:15:00,2020-11-12 11:45:00,fhi:web
Fly,SK485,SAS,Stockholm,Oslo,2020-11-12 07:00:00,2020-11-12 08:05:00,fhi:web
Fly,SK4048,SAS,Stavanger,Oslo,2020-11-11 21:10:00,2020-11-11 22:00:00,fhi:web
Fly,FR4557,RyanAir,Milano,Oslo,2020-11-11 17:00:00,2020-11-11 19:30:00,fhi:web
Fly,WF153,Widerøe,Oslo,Sandane,2020-11-11 16:00:00,2020-11-11 17:05:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-11-11 10:15:00,2020-11-11 11:45:00,fhi:web
Fly,DY524,Norwegian,Oslo,Stavanger,2020-11-11 09:08:00,2020-11-11 09:41:00,fhi:web
Fly,BT151,Air Baltic,Riga,Oslo,2020-11-11 07:15:00,2020-11-11 08:00:00,fhi:web
Fly,DY611,Norwegian,Bergen,Oslo,2020-11-10 09:29:00,2020-11-10 10:05:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-11-10 08:05:00,2020-11-10 12:21:00,fhi:web
Fly,DY416,Norwegian,Oslo,Ålesund,2020-11-09 19:30:00,2020-11-09 20:10:00,fhi:web
Fly,SK462,SAS,København,Oslo,2020-11-09 18:15:00,2020-11-09 19:20:00,fhi:web
Fly,SK278,SAS,Bergen,Oslo,2020-11-09 17:00:00,2020-11-09 17:50:00,fhi:web
Buss,NW400-Kystbussen,NOR-WAY Bussekspress,Stavanger,Bergen,2020-11-09 16:45:00,2020-11-09 22:10:00,fhi:web
Fly,DY817,Norwegian,Stockholm,Oslo,2020-11-09 16:20:00,2020-11-09 17:00:00,fhi:web
Fly,SK4546,SAS,Oslo,Alta,2020-11-09 15:50:00,2020-11-09 17:40:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-09 15:15:00,2020-11-09 16:25:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2020-11-09 13:05:00,2020-11-09 14:55:00,fhi:web
Fly,SK4023,SAS,Oslo,Stavanger,2020-11-09 11:45:00,2020-11-09 12:30:00,fhi:web
